7,7,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
3,0,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
7,1,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
6,1,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
7,3,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
1,3,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
0,3,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
1,2,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
6,3,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
7,2,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
5,3,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
3,1,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
6,2,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
2,0,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
1,1,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
1,0,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
5,0,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
4,0,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
4,3,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
0,1,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
5,1,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
0,0,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
0,2,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
3,3,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
5,2,6wN45Luzz6qWDBW9j0v9raBWo0M=,UcABaxhMl3dIiFpIib4qTecmO9o=
